cod_item,cod_pedido,cod_livro,quantidade,preco_unitario
1002,25095,23518,2,52.41
1003,8013,4308,1,152.57
1004,24724,22103,1,108.55
1005,18844,926,3,54.65
1006,2409,7157,3,38.43
1007,24477,26986,4,126.58
1008,8411,8082,1,44.57
1009,20202,28456,3,99.03
1010,704,19587,1,69.47
1011,9636,16558,4,110.58
1012,25428,2289,1,173.45
1013,1892,3307,4,67.34
1014,7235,10063,3,48.02
1015,16977,22093,1,114.78
1016,3805,4499,4,77.29
1017,23707,2354,3,48.66
1018,29694,21690,1,38.88
1019,26319,13206,3,150.08
1020,13852,14793,2,55.64
1021,24958,15538,3,33.34
1022,21234,11355,3,52.04
1023,8405,5632,4,106.0
1024,28288,21063,2,28.69
1025,2317,22200,4,140.76
1026,23056,28871,5,142.31
1027,2002,23639,1,77.92
1028,9590,214,5,129.33
1029,23541,7442,4,179.12
1030,23527,998,5,40.83
1031,13995,13867,1,176.79
1032,24761,25275,5,106.97
1033,23304,16813,2,126.85
1034,3924,10737,4,48.62
1035,15727,24973,2,129.98
1036,27881,18786,2,144.29
1037,10598,18628,5,82.6
1038,28394,9681,3,119.76
1039,27156,7793,3,25.75
1040,12675,26965,4,55.96
1041,5324,26682,1,49.08
1042,15051,11618,4,105.97
1043,25853,25999,4,91.08
1044,3869,28008,2,134.22
1045,26064,16255,5,139.12
1046,14416,7609,1,168.98
1047,24589,26968,3,143.81
1048,23254,24515,4,131.43
1049,3845,25663,3,151.26
1050,7236,25252,1,149.54
1051,27831,14083,1,86.58
1052,11513,11398,1,158.43
1053,15145,13145,1,174.3
1054,11660,22983,1,81.44
1055,6110,24490,5,102.93
1056,23259,11769,5,117.46
1057,22100,9292,2,75.79
1058,10505,2144,5,30.89
1059,1047,25458,4,25.56
1060,16888,8135,1,64.71
1061,18090,29008,3,36.55
1062,7004,28874,2,51.98
1063,18730,27266,5,142.58
1064,14403,7314,3,137.39
1065,2291,6906,4,110.83
1066,8384,23013,4,158.25
1067,8112,10593,3,42.15
1068,1519,28056,1,90.52
1069,27746,7708,5,151.73
1070,1545,6531,4,85.64
1071,26273,10621,5,98.75
1072,27225,28289,3,142.36
1073,15058,10612,4,29.84
1074,10564,8091,2,150.1
1075,20698,5100,5,74.91
1076,3598,11378,3,160.93
1077,19575,12228,2,91.61
1078,2422,12588,3,63.57
1079,15606,22051,3,53.5
1080,18706,13991,1,84.14
1081,14093,9858,2,44.18
1082,2146,15993,2,171.62
1083,14025,11499,1,156.13
1084,1467,24617,1,143.67
1085,3913,12229,5,128.72
1086,21357,9727,2,27.03
1087,21094,16980,4,37.18
1088,10597,25465,4,41.43
1089,23901,2577,3,152.53
1090,10624,21088,2,90.96
1091,9960,26502,5,70.98
1092,2061,25255,4,48.64
1093,9615,17334,5,88.41
1094,19530,6017,1,55.52
1095,11792,12042,1,155.77
1096,11814,20511,1,162.63
1097,20938,29806,5,143.67
1098,26399,62,1,173.1
1099,28594,22289,5,83.26
1100,2089,19612,4,42.27
1101,20014,25658,3,173.01
1102,28036,19029,2,47.77
1103,11976,14374,4,88.56
1104,550,27882,2,156.46
1105,2493,10403,5,174.66
1106,22072,6374,4,41.57
1107,17574,8707,5,173.47
1108,4535,14854,3,109.06
1109,16442,20842,5,37.5
1110,1576,26638,2,161.18
1111,13253,15263,4,93.08
1112,3162,1198,3,96.21
1113,7556,540,2,72.81
1114,29447,6258,5,178.74
1115,10681,28124,4,155.16
1116,7721,5887,3,129.11
1117,5723,28869,3,149.79
1118,23160,23519,5,132.95
1119,277,19709,5,54.19
1120,1079,6080,1,146.36
1121,15519,6029,4,47.47
1122,5596,25821,4,176.76
1123,9435,22095,5,128.44
1124,13078,9526,1,126.03
1125,5490,13000,2,76.47
1126,2120,17465,2,115.84
1127,10681,17046,5,122.46
1128,15806,17925,5,146.6
1129,12199,10650,2,43.66
1130,11948,3904,4,28.81
1131,18426,15132,4,63.09
1132,16531,16717,1,61.63
1133,25542,22857,4,48.79
1134,19318,120,4,174.17
1135,3547,17718,3,115.7
1136,17414,10242,2,163.5
1137,18595,16400,2,151.46
1138,22278,21954,2,54.41
1139,15987,17926,2,87.14
1140,29633,8397,5,93.51
1141,16539,13265,1,176.08
1142,25760,5526,4,125.53
1143,26764,28034,2,86.91
1144,3685,6486,5,141.64
1145,27403,22169,3,108.84
1146,25095,5602,1,167.93
1147,7519,22450,4,60.74
1148,22435,7937,5,95.47
1149,18193,1099,1,35.37
1150,26644,3243,5,93.1
1151,21200,11134,5,54.62
1152,9728,7544,2,145.41
1153,16541,25177,5,175.39
1154,5438,2681,3,118.76
1155,7258,19806,5,154.71
1156,4003,29396,5,45.66
1157,26802,16053,2,64.36
1158,8082,28109,1,141.77
1159,26138,17791,2,164.72
1160,8022,18882,3,89.76
1161,6628,11279,3,156.65
1162,10720,4625,3,39.1
1163,13680,8779,1,156.52
1164,12977,9809,4,161.65
1165,29519,14484,1,99.58
1166,26176,26193,3,26.73
1167,11599,18095,3,120.01
1168,21133,22897,5,157.18
1169,13886,6540,2,27.45
1170,13039,27236,1,132.77
1171,8167,7497,3,179.29
1172,27008,4755,4,115.1
1173,29815,22758,3,114.85
1174,11180,22233,4,28.98
1175,29773,748,5,61.92
1176,29751,26085,5,37.78
1177,2077,22314,4,73.73
1178,16583,17974,2,164.76
1179,29028,24353,5,121.33
1180,25146,15388,5,107.93
1181,29500,877,5,67.83
1182,15319,22676,3,159.91
1183,18941,28054,1,112.16
1184,21986,13752,3,83.12
1185,27913,11089,5,73.97
1186,8349,2132,3,47.84
1187,8721,21917,5,142.47
1188,16317,7073,3,61.67
1189,23308,25262,3,62.92
1190,28403,16977,1,73.72
1191,13384,15479,4,165.54
1192,22103,6091,2,69.49
1193,10423,16223,3,172.38
1194,20113,1784,5,113.01
1195,27992,8355,5,132.59
1196,29515,10271,3,137.83
1197,24854,23449,4,112.38
1198,9310,20922,1,173.28
1199,71,27553,2,87.99
1200,20708,22695,4,86.99
1201,24816,1231,5,160.99
1202,12417,5447,1,123.83
1203,27907,23328,4,128.53
1204,11151,9232,2,75.88
1205,24071,14449,4,142.25
1206,10459,27981,4,160.23
1207,19736,3313,2,178.74
1208,8998,21353,4,118.8
1209,24069,14823,1,162.25
1210,25998,12733,1,111.51
1211,29998,11376,3,98.42
1212,28281,18059,3,90.74
1213,22160,29654,1,114.37
1214,5117,24256,5,122.06
1215,12692,19422,2,122.58
1216,11533,3060,5,130.96
1217,24489,29544,4,154.98
1218,19342,18936,1,94.51
1219,25411,5034,1,83.18
1220,27116,28676,4,105.81
1221,11309,6857,2,101.99
1222,28009,24503,3,40.4
1223,4600,13007,5,152.73
1224,3415,12796,3,110.01
1225,15879,792,5,122.81
1226,1281,1533,3,138.87
1227,13199,19144,2,56.38
1228,29580,15044,5,31.97
1229,11640,19414,5,123.03
1230,19024,22898,5,67.99
1231,25935,22964,3,42.06
1232,22189,21428,2,85.32
1233,3292,20207,1,139.04
1234,24164,1580,2,35.54
1235,4447,629,5,122.63
1236,17691,1343,4,36.7
1237,8582,20514,1,95.31
1238,16862,12585,4,45.58
1239,4827,22677,5,72.14
1240,18090,27442,5,41.81
1241,26359,10237,4,88.28
1242,20441,18348,4,162.99
1243,4381,13432,2,125.28
1244,28500,19760,3,120.39
1245,11169,17328,3,173.78
1246,2052,18635,1,158.6
1247,13599,9710,3,139.17
1248,28595,18823,4,174.04
1249,29045,7418,1,159.69
1250,12347,25141,1,153.05
1251,11342,27525,4,168.64
1252,22674,15218,1,157.17
1253,5921,27109,5,159.18
1254,19123,29620,3,56.34
1255,26007,11891,2,132.19
1256,1710,5672,2,72.86
1257,16148,19165,4,152.62
1258,484,10148,5,125.22
1259,28266,4675,4,68.51
1260,13785,18626,3,140.59
1261,29345,14768,3,110.79
1262,6714,10326,1,104.58
1263,7499,3246,5,100.7
1264,21255,8297,1,31.74
1265,14744,9251,5,59.57
1266,16744,7314,5,150.38
1267,15489,10693,3,143.19
1268,4279,19289,1,29.69
1269,23339,2730,1,70.61
1270,10836,16004,5,145.4
1271,10161,1522,5,162.11
1272,23935,11484,5,29.07
1273,21771,23234,3,30.83
1274,4132,26284,1,156.17
1275,11938,8956,1,99.77
1276,11330,29514,3,132.73
1277,15245,11902,3,50.83
1278,11952,20680,5,149.1
1279,22257,10115,2,46.2
1280,8603,28931,3,93.57
1281,19901,7726,3,89.89
1282,281,15094,5,116.6
1283,9460,7645,5,94.06
1284,12921,29431,2,64.12
1285,10614,5544,1,38.37
1286,2224,1986,2,158.96
1287,1231,24696,2,79.96
1288,23961,1598,4,57.12
1289,27013,25315,1,117.21
1290,1405,8915,1,178.61
1291,5032,28280,3,57.75
1292,19169,11938,2,28.18
1293,25184,27276,4,92.9
1294,4714,5344,3,126.72
1295,18391,8366,4,93.27
1296,17398,17171,4,61.21
1297,16934,16343,3,81.71
1298,5434,19058,2,162.36
1299,18242,19673,3,35.37
1300,25912,7510,5,104.79
1301,9262,12559,1,41.72
1302,15736,23473,2,156.97
1303,22967,5451,1,31.4
1304,16720,16937,3,53.96
1305,29071,27663,3,92.45
1306,1960,16268,4,80.97
1307,6758,6310,4,105.56
1308,4699,17342,3,138.48
1309,3073,13179,4,101.68
1310,14823,9177,3,76.72
1311,19924,27917,4,162.11
1312,18544,24745,4,34.1
1313,23373,10133,2,92.61
1314,18961,402,5,80.73
1315,16492,20324,3,32.99
1316,19214,16127,2,69.56
1317,22277,14796,1,65.44
1318,25285,25506,4,90.23
1319,5446,12766,1,130.46
1320,4885,9669,5,154.1
1321,20772,3356,4,112.43
1322,24140,2602,1,159.04
1323,18064,21968,3,170.43
1324,1686,2896,5,71.42
1325,14783,8585,3,59.09
1326,20382,5922,1,91.31
1327,14987,27258,3,38.78
1328,6549,6851,1,43.68
1329,16850,15582,5,64.48
1330,26425,28246,1,150.24
1331,12365,21422,5,81.29
1332,8146,3798,2,91.87
1333,4235,14291,3,89.4
1334,11630,6954,2,40.43
1335,25405,16995,5,102.97
1336,21456,1431,3,149.18
1337,17231,14629,4,163.54
1338,27576,26061,5,44.01
1339,20400,24635,2,87.84
1340,16399,27958,1,143.59
1341,7242,5036,1,123.83
1342,19653,12016,4,174.75
1343,25209,23567,4,72.39
1344,13245,18673,2,39.0
1345,4541,42,5,82.83
1346,3444,14338,3,149.38
1347,26096,1266,4,168.92
1348,19761,23351,3,72.78
1349,25127,29965,1,160.94
1350,9540,14325,2,56.27
1351,8065,5128,1,166.16
1352,23927,19551,4,103.18
1353,9812,4437,2,62.09
1354,7024,19829,1,64.89
1355,29981,22812,5,51.94
1356,2750,7493,2,78.26
1357,7150,28277,2,80.5
1358,16060,16707,1,145.42
1359,21475,6506,4,75.5
1360,13767,22393,2,157.28
1361,14654,2265,4,169.11
1362,12436,23504,4,137.23
1363,13433,7251,1,40.24
1364,6247,11623,2,156.98
1365,1339,10740,2,157.84
1366,8974,29316,5,51.21
1367,674,23264,4,106.7
1368,24666,10902,4,127.82
1369,18783,12493,3,69.66
1370,1386,18459,3,168.03
1371,977,19106,1,85.81
1372,10719,8360,5,107.61
1373,5691,11972,2,101.91
1374,21672,5994,3,50.74
1375,26423,20441,4,55.31
1376,14246,8673,5,117.25
1377,20024,29974,4,139.35
1378,27943,9830,5,166.91
1379,1053,12927,3,107.7
1380,10285,9953,3,46.15
1381,871,16878,1,29.62
1382,26650,25297,1,69.73
1383,26232,23938,3,132.23
1384,17419,16278,4,32.2
1385,1041,27891,2,27.4
1386,17474,3575,2,115.91
1387,6826,7606,4,79.33
1388,1868,1752,2,95.3
1389,21687,9349,4,174.3
1390,5477,9838,5,121.06
1391,25529,21083,1,48.82
1392,18965,15033,3,164.04
1393,5335,20068,1,40.22
1394,13779,12207,4,34.83
1395,17028,6859,2,29.16
1396,6260,19112,2,35.22
1397,11938,25634,3,128.55
1398,8632,24380,3,43.01
1399,10987,26567,3,164.54
1400,767,26821,4,40.27
1401,23507,19972,5,127.64
1402,23706,7616,5,106.38
1403,25906,2725,2,42.37
1404,3962,6557,5,177.38
1405,1608,18146,5,42.78
1406,25002,16277,2,120.06
1407,2292,13044,3,40.63
1408,23209,21238,3,74.93
1409,10993,23014,2,33.57
1410,21916,13648,3,120.15
1411,26459,20939,2,92.4
1412,29248,3941,1,44.89
1413,9666,27507,5,141.79
1414,29671,26601,5,155.99
1415,18326,13348,1,162.88
1416,8767,2675,1,146.2
1417,26445,8518,5,121.73
1418,15128,4242,3,168.32
1419,8773,21278,4,122.59
1420,10964,5489,3,79.62
1421,21450,10788,5,112.23
1422,24093,12780,3,87.49
1423,4841,16269,2,154.5
1424,26023,9117,5,63.42
1425,21229,19585,4,34.48
1426,12555,28776,1,126.16
1427,18676,13147,1,39.55
1428,22915,12042,5,45.83
1429,27120,11866,4,139.46
1430,1339,24739,5,65.96
1431,14783,23746,1,34.73
1432,2042,3853,5,90.31
1433,10440,5743,5,74.29
1434,4678,22886,5,53.77
1435,2726,21371,5,170.33
1436,28575,22891,1,140.71
1437,5032,12384,3,85.24
1438,25146,12214,1,99.95
1439,20757,9226,3,127.64
1440,16069,26753,5,100.62
1441,14845,24080,1,126.79
1442,20656,1792,3,136.85
1443,24579,28089,4,156.18
1444,3152,26463,1,124.32
1445,10685,636,5,130.8
1446,17956,9621,2,151.41
1447,5063,21242,2,67.77
1448,17052,7429,4,86.61
1449,26958,24140,1,97.47
1450,22742,2971,1,101.97
1451,14558,20839,4,57.84
1452,8208,28939,5,176.94
1453,27119,14710,3,98.57
1454,18689,5377,5,33.91
1455,22942,24821,3,120.67
1456,8067,12729,1,34.11
1457,26010,12465,3,50.6
1458,4631,18365,1,35.62
1459,24781,17354,1,103.3
1460,77,18224,2,73.21
1461,23229,10530,5,124.79
1462,4159,21001,5,62.13
1463,24981,11031,2,107.52
1464,7354,25990,1,142.57
1465,14802,18577,1,42.7
1466,13304,16956,3,144.79
1467,10915,1677,3,41.17
1468,13068,29378,4,85.74
1469,19718,19110,1,89.26
1470,6858,20139,4,99.82
1471,29116,1551,3,82.17
1472,7132,2471,5,112.89
1473,19198,2091,3,107.88
1474,9300,7164,3,46.8
1475,28576,13764,5,103.4
1476,24929,2700,5,137.43
1477,27630,12896,3,146.26
1478,18596,14487,4,176.42
1479,8053,18137,3,46.54
1480,19776,21235,3,84.68
1481,25678,18216,3,61.87
1482,1719,21880,3,164.78
1483,11638,18586,2,90.81
1484,15611,2993,1,159.13
1485,9397,28410,2,39.48
1486,25298,14555,1,90.89
1487,25783,22895,4,91.49
1488,7564,7120,2,36.54
1489,21211,11001,2,172.93
1490,23131,27793,2,71.48
1491,4317,21769,5,124.95
1492,27402,12002,3,97.42
1493,7679,10435,4,34.07
1494,17507,21610,1,134.95
1495,10432,21462,5,88.43
1496,2685,4999,1,132.62
1497,1338,424,5,145.15
1498,5215,13490,5,83.89
1499,18497,19259,1,104.41
1500,379,23296,2,95.83
1501,28337,17314,3,54.08
1502,15656,13428,5,97.07
1503,19706,16154,1,124.0
1504,26032,9020,3,169.0
1505,7381,3933,4,26.15
1506,22746,21810,4,73.01
1507,21627,26595,4,177.58
1508,11687,4608,3,139.79
1509,4278,17353,4,33.98
1510,3359,14512,5,155.74
1511,1712,6388,5,94.08
1512,23476,29106,3,85.15
1513,22867,2901,3,49.96
1514,13071,5180,3,164.04
1515,27548,28389,1,85.51
1516,16171,4877,4,51.38
1517,8021,5671,5,45.12
1518,5364,9933,4,111.7
1519,6596,15483,3,138.42
1520,24976,8515,2,120.19
1521,23259,24385,4,120.77
1522,15564,16337,5,115.3
1523,26820,24731,1,92.18
1524,4900,16197,3,71.2
1525,395,21993,2,75.4
1526,7782,28375,3,42.02
1527,5102,17788,3,117.23
1528,5754,14935,3,125.06
1529,4655,16845,1,150.32
1530,22410,7759,1,134.81
1531,28537,2451,1,136.66
1532,25135,9332,1,118.12
1533,20429,13764,3,158.02
1534,29635,28156,5,151.39
1535,8364,7915,2,160.99
1536,11227,15702,5,119.1
1537,332,22654,5,172.44
1538,3240,2059,1,142.36
1539,14466,14135,4,148.07
1540,7796,21325,1,40.25
1541,16888,19458,3,41.59
1542,24738,6875,4,32.41
1543,23788,5422,5,52.14
1544,25861,8750,4,123.87
1545,14766,2909,3,177.67
1546,24092,24041,3,51.01
1547,15513,21088,1,73.37
1548,14486,22716,5,136.01
1549,14061,28982,2,87.36
1550,14313,7672,2,94.47
1551,11566,13844,4,36.67
1552,16643,24715,4,52.05
1553,3833,18706,2,30.22
1554,27293,442,4,40.1
1555,9876,26709,1,81.18
1556,6740,17311,3,33.16
1557,26452,26593,4,78.73
1558,862,6515,2,145.3
1559,28377,21348,5,105.12
1560,6354,13748,2,101.38
1561,16410,23876,1,48.35
1562,29260,26492,4,167.72
1563,21199,17994,3,179.0
1564,7552,28255,5,113.88
1565,28204,12867,3,139.25
1566,29304,5685,5,30.32
1567,7583,22052,4,85.64
1568,2263,12198,5,171.47
1569,23966,4936,2,162.35
1570,4076,1529,1,46.59
1571,21637,29016,5,134.24
1572,21909,5362,5,33.6
1573,300,11443,4,72.16
1574,8086,27788,2,97.78
1575,29810,17624,2,96.3
1576,19295,1539,3,82.82
1577,4682,22038,4,59.92
1578,18548,10276,1,120.29
1579,15905,13290,2,36.61
1580,26867,11274,1,79.54
1581,4858,9492,3,140.35
1582,3931,4931,3,125.2
1583,11770,19641,1,115.57
1584,3702,27841,3,98.04
1585,28669,3604,2,50.93
1586,14676,9410,5,116.02
1587,3731,1822,3,179.87
1588,10723,27566,2,150.36
1589,12724,3425,3,38.6
1590,21343,10467,3,146.15
1591,20756,26101,2,90.94
1592,13278,15574,2,71.53
1593,6263,21104,2,156.11
1594,4836,11976,5,145.4
1595,14694,16107,4,163.85
1596,28079,21797,3,31.31
1597,8694,26323,4,149.52
1598,21489,21392,4,34.17
1599,4826,21492,2,155.33
1600,2132,1867,5,78.63
1601,27854,20557,5,154.28
1602,16114,19949,2,35.81
1603,15412,22512,1,63.82
1604,3658,23288,2,124.56
1605,11038,28682,5,109.95
1606,1367,3924,3,137.92
1607,29077,9164,3,52.69
1608,28335,29453,1,149.18
1609,5398,26878,2,42.19
1610,12593,11586,1,125.58
1611,11657,10739,4,66.75
1612,2354,7515,5,50.12
1613,27740,22755,5,78.68
1614,29280,5589,1,43.57
1615,23663,2516,2,174.38
1616,29795,17892,1,49.76
1617,15518,1877,4,87.0
1618,12666,13087,5,73.13
1619,10719,24596,4,101.31
1620,17037,11900,2,156.99
1621,9496,18528,1,115.95
1622,3117,25571,2,85.15
1623,26584,10784,3,100.25
1624,6254,15883,2,120.85
1625,23586,25115,2,77.84
1626,7889,28939,5,57.78
1627,9810,6485,4,92.33
1628,19535,12717,1,68.79
1629,9006,1068,2,86.02
1630,12321,19411,3,159.54
1631,6704,21052,5,112.93
1632,1590,7978,1,177.21
1633,14397,2574,2,52.16
1634,29876,8421,4,74.84
1635,11217,10313,2,160.25
1636,1071,25286,3,127.84
1637,4315,18106,2,114.88
1638,28302,18576,4,34.02
1639,23188,26389,2,127.94
1640,14405,23789,3,62.61
1641,12398,7884,2,156.08
1642,26286,15063,3,50.53
1643,24021,22410,3,175.09
1644,26592,10920,3,143.4
1645,20576,12292,2,91.54
1646,27665,18666,4,55.31
1647,8671,6818,5,27.6
1648,12777,18644,4,148.79
1649,6339,26551,5,54.94
1650,24109,5790,5,179.49
1651,17454,29133,5,94.61
1652,16654,26131,1,154.26
1653,6912,25013,2,154.67
1654,5564,9554,3,29.03
1655,9506,13797,3,96.45
1656,7458,5568,4,109.01
1657,8831,6544,5,178.45
1658,16483,19426,2,84.67
1659,27378,21431,5,122.96
1660,151,23408,3,116.54
1661,436,23274,3,138.31
1662,908,4283,4,60.89
1663,14899,24400,4,33.5
1664,9805,23237,4,135.76
1665,10711,8023,3,85.37
1666,18556,12981,2,158.83
1667,3133,17787,1,60.8
1668,6981,28915,3,146.3
1669,24222,27069,1,65.93
1670,1727,2277,3,42.4
1671,4115,25677,3,155.75
1672,28849,13905,3,32.78
1673,1519,24637,5,119.38
1674,11205,3058,2,52.53
1675,28606,6740,2,137.99
1676,25630,5900,2,168.27
1677,7517,2648,4,40.44
1678,29681,6789,4,38.11
1679,15039,87,3,161.88
1680,29498,4662,2,170.05
1681,26755,16980,4,76.87
1682,2425,4144,3,50.49
1683,29743,22574,2,74.39
1684,16013,14390,1,92.36
1685,995,25160,4,161.03
1686,13704,24148,3,106.19
1687,27442,22990,3,95.32
1688,1901,17463,3,80.99
1689,21451,6836,1,61.75
1690,8332,22529,1,80.2
1691,12040,20927,2,151.5
1692,15582,20172,5,131.79
1693,24439,1167,2,179.65
1694,15699,29561,1,86.3
1695,10310,7205,2,71.06
1696,5171,6130,1,171.55
1697,25557,13427,3,81.65
1698,26910,24813,2,36.19
1699,24925,8318,4,156.4
1700,24567,29386,5,102.34
1701,15348,18001,5,89.2
1702,4471,27692,3,106.74
1703,17680,3564,3,106.65
1704,29753,1165,2,45.92
1705,18507,27529,2,109.31
1706,28341,9311,1,40.25
1707,12246,29716,4,115.18
1708,25960,19209,3,126.12
1709,24412,14979,5,134.44
1710,8413,11326,5,32.4
1711,16762,15505,3,130.31
1712,2372,19663,4,173.44
1713,13393,13941,5,81.29
1714,6153,27042,2,138.77
1715,24784,20976,5,171.91
1716,26422,13017,2,114.23
1717,13425,28949,1,165.46
1718,6441,1416,3,115.58
1719,1376,17029,4,137.67
1720,7327,10529,3,178.81
1721,12028,29245,5,161.5
1722,1418,7855,3,59.67
1723,6282,7678,3,176.83
1724,29147,25572,1,165.41
1725,17879,3122,2,26.62
1726,21581,24778,4,49.15
1727,21309,12078,2,79.76
1728,3891,21053,5,106.11
1729,21117,26393,3,167.09
1730,424,20233,3,38.0
1731,25639,25854,3,110.11
1732,1548,25222,3,66.64
1733,11704,7905,5,40.61
1734,17101,26305,1,138.06
1735,9170,8662,3,50.16
1736,14900,9433,3,69.15
1737,16397,15726,5,103.31
1738,15819,18639,4,41.6
1739,8335,27041,4,33.39
1740,2953,16909,4,126.38
1741,28749,29967,2,150.94
1742,10190,9705,1,41.66
1743,8539,25090,4,86.76
1744,3834,15528,1,109.09
1745,23096,10213,1,118.31
1746,14160,4723,2,58.06
1747,10143,15511,3,114.96
1748,15782,11546,4,48.27
1749,11043,9059,4,55.36
1750,3829,26654,4,74.39
1751,24784,2497,1,53.55
1752,19862,26062,5,70.8
1753,12429,23539,3,87.22
1754,880,4114,3,69.39
1755,16619,22357,1,62.44
1756,23487,25283,1,37.08
1757,26482,24822,5,137.96
1758,24020,10008,5,167.33
1759,18438,22265,3,41.63
1760,1431,19104,1,115.27
1761,18625,19458,5,159.38
1762,3106,15186,4,32.61
1763,18823,2564,5,29.53
1764,19957,20783,5,109.84
1765,12913,21696,2,62.04
1766,3729,24907,4,56.79
1767,25421,2226,2,76.12
1768,11766,23,1,132.86
1769,8606,25788,3,152.02
1770,16256,1589,1,123.23
1771,1604,27237,3,65.63
1772,7835,23029,2,30.1
1773,13211,9407,3,147.3
1774,19982,27491,2,97.19
1775,555,11078,2,117.34
1776,12876,17216,4,84.51
1777,20797,3393,5,125.8
1778,26195,20854,2,163.11
1779,11064,21456,2,64.11
1780,5644,13137,1,40.56
1781,10228,10562,3,49.25
1782,28995,6994,3,103.4
1783,18957,29797,1,58.47
1784,5017,8543,5,144.07
1785,20648,15086,4,102.87
1786,22377,1729,4,98.79
1787,544,19759,3,43.23
1788,24692,13686,2,144.6
1789,10801,3363,4,173.94
1790,28792,23112,5,87.04
1791,23811,11758,4,75.94
1792,18683,7436,4,56.41
1793,12237,3999,4,153.59
1794,18435,17801,1,120.96
1795,20540,13443,4,153.61
1796,29725,8106,1,41.46
1797,21506,5693,1,131.2
1798,5555,4046,4,175.16
1799,5103,25031,2,176.06
1800,1851,6737,3,151.19
1801,26060,7218,1,39.29
1802,20639,27854,2,60.24
1803,20633,3735,1,75.57
1804,12129,25901,4,46.32
1805,10,20012,4,41.53
1806,28784,12531,2,85.57
1807,4256,19158,1,80.19
1808,21525,4299,2,100.03
1809,15494,29505,5,151.93
1810,4256,25179,2,155.48
1811,13744,20137,4,98.9
1812,26073,13997,4,176.28
1813,22869,5918,5,155.98
1814,3422,21104,1,50.89
1815,20471,15759,4,129.54
1816,23169,22815,5,145.62
1817,22184,11675,2,152.86
1818,20362,27782,2,65.82
1819,8550,18034,1,167.16
1820,18839,13663,3,25.8
1821,20424,9954,3,142.57
1822,4183,10381,5,131.74
1823,29722,4090,3,48.77
1824,13164,16595,5,27.34
1825,29606,16655,3,116.95
1826,27122,16264,2,92.67
1827,22145,54,2,74.59
1828,14832,16976,5,146.56
1829,20825,16068,5,102.45
1830,3998,18285,5,112.93
1831,16187,10656,3,119.74
1832,15477,11151,5,37.09
1833,23407,28476,3,144.75
1834,26919,5805,4,132.12
1835,4621,17881,4,72.45
1836,13833,5867,3,175.65
1837,10629,816,1,167.88
1838,24147,24607,2,60.45
1839,22006,10845,3,137.39
1840,19070,22089,2,90.51
1841,15040,21272,5,101.11
1842,5504,24956,3,119.03
1843,10249,20522,2,131.24
1844,9788,14923,5,155.41
1845,5367,5137,3,115.83
1846,8399,2959,4,115.39
1847,24628,1165,1,89.77
1848,24234,2617,5,49.75
1849,28787,13692,2,47.16
1850,20043,1611,1,114.73
1851,10650,4315,5,25.18
1852,7337,21086,5,70.67
1853,19443,18846,2,43.5
1854,11649,3151,2,51.68
1855,9076,26356,3,121.54
1856,7536,20379,5,29.84
1857,2642,533,3,172.76
1858,5055,18539,4,37.73
1859,26417,26306,1,175.45
1860,7199,26740,4,133.93
1861,10026,116,3,57.75
1862,9155,29219,2,61.51
1863,25298,614,4,46.93
1864,14291,13651,3,112.44
1865,22629,1275,2,177.34
1866,11683,16394,1,63.45
1867,16538,20552,5,127.33
