cod_autor,nome,nacionalidade
2810,Henry Sá,Tuvalu
2811,Dr. José Pedro Guerra,Geórgia
2812,Otávio Sá,Libéria
2813,Alexia Porto,Hungria
2814,Lavínia Silva,São Tomé e Príncipe
2815,Juan Montenegro,Sérvia
2816,Sra. Liz Rezende,Síria
2817,Rhavi Almeida,Bermudas
2818,Ana Júlia Brito,Jan Mayen
2819,Alexandre Pacheco,São Marinho
2820,Dr. Leonardo Sampaio,Ucrânia
2821,Dr. Antony da Cruz,Groenlândia
2822,Sra. Lavínia Rezende,Bangladesh
2823,Isabella Farias,Austrália
2824,Sra. Isabela Pimenta,Estônia
2825,Isabella Pastor,Afeganistão
2826,Yuri Andrade,Emirados Árabes Unidos
2827,Mathias Pereira,Jamaica
2828,Dra. Maria Isis Monteiro,Liechtenstein
2829,Luiz Miguel Vasconcelos,Espanha
2830,Dom Câmara,Costa do Marfim
2831,Oliver Vieira,Comores
2832,Alexandre Cavalcante,Ilhas Virgens Britânicas
2833,Manuela Caldeira,Mauritânia
2834,Bella Marques,Dhekelia
2835,Thales Vasconcelos,Zâmbia
2836,Alana Oliveira,Tokelau
2837,Dr. João Miguel da Mata,Camarões
2838,Fernanda Oliveira,Moçambique
2839,Sr. Cauê Camargo,Líbano
2840,Bianca Cavalcanti,Coral Sea Islands
2841,Arthur Miguel Pastor,Guiné
2842,Olívia Pastor,Austrália
2843,Agatha Câmara,Líbano
2844,Rebeca Caldeira,Luxemburgo
2845,Luana Lopes,Costa do Marfim
2846,Lunna Fernandes,Quênia
2847,Isabel Lopes,Venezuela
2848,Vitor Gabriel Pimenta,Moçambique
2849,Anthony Marques,Butão
2850,Bianca Sales,Geórgia
2851,Sra. Brenda Fernandes,Ilhas dos Cocos
2852,Leonardo Carvalho,Coral Sea Islands
2853,Sra. Cecília Moraes,Antilhas Holandesas
2854,Dr. Breno Cirino,Groenlândia
2855,Juan Vieira,Maldivas
2856,Sra. Larissa Cavalcante,Ilha Norfolk
2857,Pedro Fonseca,Noruega
2858,Pedro Miguel da Costa,Azerbaijão
2859,Rebeca da Cunha,Antártica
2860,Emanuel Lopes,Polinésia Francesa
2861,Benício Azevedo,Armênia
2862,Gabriel Souza,Marrocos
2863,Benjamin Rios,Canadá
2864,Dom Nascimento,Panamá
2865,José Miguel Gonçalves,Ilhas Cook
2866,Nicole Câmara,Jersey
2867,João Felipe Campos,Papua-Nova Guiné
2868,Larissa da Cruz,Croácia
2869,Rodrigo Souza,São Vicente e Granadinas
2870,Maria Helena Barbosa,Sérvia
2871,Elisa Fonseca,Palau
2872,Dra. Maria Helena Teixeira,Palau
2873,Valentina Garcia,Porto Rico
2874,Bryan da Luz,Laos
2875,Thales Pereira,Paquistão
2876,Bianca Pimenta,Gabão
2877,Bruno Moreira,Colômbia
2878,Jade Nascimento,Mongólia
2879,Sr. Kevin Cassiano,Território Britânico do Oceano Índico
2880,Yuri Pinto,Burquina Faso
2881,Pedro Henrique da Rocha,Senegal
2882,Aylla Vieira,Ilha Norfolk
2883,José Santos,Sara Ocidental
2884,André Câmara,Trindade e Tobago
2885,Nina Campos,Madagascar
2886,Kevin Teixeira,Antártica
2887,Guilherme Sampaio,Gâmbia
2888,Renan Ramos,Suriname
2889,Dra. Ana Cavalcante,Portugal
2890,Dr. Otávio Moreira,Alemanha
2891,Alexia da Cunha,Albânia
2892,Caio Leão,São Tomé e Príncipe
2893,Luiz Otávio Sá,Gana
2894,José Montenegro,Ucrânia
2895,Sarah Aragão,Malásia
2896,Milena Martins,Comores
2897,Melina Câmara,Ilha Wake
2898,Kamilly Jesus,Território Britânico do Oceano Índico
2899,Matteo Ribeiro,Monserrate
2900,Ester Lopes,Porto Rico
2901,Emanuella Brito,Nepal
2902,Mariah Rodrigues,Dhekelia
2903,Letícia Aragão,Nicarágua
2904,Maria Júlia Novaes,Congo-Brazzaville
2905,Mariane da Cruz,Congo-Brazzaville
2906,Caleb Leão,Singapura
2907,Bento da Cruz,Monserrate
2908,Pedro Miguel Nascimento,Santa Lúcia
2909,Rael Vasconcelos,Países Baixos
2910,Stephany Porto,Itália
2911,Srta. Yasmin Marques,Guernsey
2912,Sophia Almeida,Vanuatu
2913,Liz Leão,Faroé
2914,Jade da Rosa,Croácia
2915,Sra. Isabella Pires,Moçambique
2916,Sr. Josué Mendonça,Iran
2917,Daniel Sampaio,Hong Kong
2918,Maya Pinto,Guiné-Bissau
2919,Eloá Gomes,São Cristóvão e Neves
2920,Caroline Siqueira,Ilha de Man
2921,Henry Camargo,Ilhas Salomão
2922,Vinicius Sales,Ucrânia
2923,Hellena Mendonça,Ucrânia
2924,Gael Henrique Fogaça,Moçambique
2925,Manuella Andrade,Japão
2926,Maria Eduarda Pires,Monserrate
2927,Benício Garcia,Afeganistão
2928,Sabrina Nunes,Albânia
2929,Enrico Sampaio,Ilha Wake
2930,Otto Costela,Panamá
2931,Ravi Vargas,México
2932,Vitor Hugo Montenegro,Armênia
2933,Sophia Vasconcelos,Etiópia
2934,Pedro Marques,Iêmen
2935,Ana Silveira,Papua-Nova Guiné
2936,Ryan Ribeiro,Estados Unidos
2937,Fernando Fonseca,Eritreia
2938,Milena Sousa,Território Britânico do Oceano Índico
2939,Theo Andrade,Iraque
2940,Caleb Martins,Turquia
2941,João Miguel Câmara,Lituânia
2942,Júlia Montenegro,Islândia
2943,Bernardo Fernandes,Colômbia
2944,Heloisa Vasconcelos,Sri Lanka
2945,Lorena Nunes,Quênia
2946,Júlia da Conceição,Camboja
2947,João Gabriel Rocha,Liechtenstein
2948,Paulo Ramos,Mauritânia
2949,Sofia Barbosa,São Vicente e Granadinas
2950,Giovanna Vasconcelos,Haiti
2951,Arthur Gabriel Novaes,Ilhas Cook
2952,Aurora Guerra,Omã
2953,Manuela Ramos,Marrocos
2954,Pedro Lucas Nascimento,Antártica
2955,Igor Costa,Ilhas Virgens Americanas
2956,Gael Cassiano,Granada
2957,Larissa Abreu,Honduras
2958,Mateus Souza,Bolívia
2959,Srta. Esther Casa Grande,Navassa Island
2960,Emanuella Castro,Níger
2961,Mariah Barros,Guam
2962,Cauã Sales,Iran
2963,Dra. Júlia Cavalcante,Geórgia do Sul e Sandwich do Sul
2964,Gustavo Henrique Ramos,Tonga
2965,Vitor Hugo Brito,Ilha Wake
2966,Dr. Ravy Novaes,Tanzânia
2967,Maria Helena Nascimento,Guernsey
2968,Danilo Fernandes,Costa do Marfim
2969,Emanuelly Machado,Grécia
2970,Kaique Nascimento,Brasil
2971,Rodrigo Rodrigues,Seicheles
2972,Nina Andrade,Jordânia
2973,Levi Fonseca,Santa Helena
2974,Natália Alves,Emirados Árabes Unidos
2975,Gael Peixoto,Kuwait
2976,Dr. Isaque Rodrigues,Coral Sea Islands
2977,André da Costa,Estônia
2978,Clarice da Cunha,Nauru
2979,Kamilly Lima,Maurícia
2980,Sr. Davi Lucas Rodrigues,Reino Unido
2981,Rodrigo Câmara,República Dominicana
2982,Laura Camargo,Iêmen
2983,Davi Lucca Gomes,Mali
2984,Davi Luiz Cavalcanti,Vietnam
2985,Eduardo Azevedo,Costa Rica
2986,João Felipe Borges,Líbia
2987,Mariane Silveira,Bangladesh
2988,Cecília Monteiro,Bulgária
2989,Leandro Santos,Reino Unido
2990,Benjamim Martins,Usbequistão
2991,Marcelo Almeida,Malásia
2992,Dra. Ana Beatriz Gomes,Camarões
2993,Joaquim Rodrigues,Irlanda
2994,Yago Nascimento,Barein
2995,Ana Lívia Nascimento,Austrália
2996,Bella Cavalcanti,Nova Caledónia
2997,Evelyn Brito,Salvador
2998,Ana Beatriz Freitas,São Marinho
2999,Luiz Gustavo Vieira,Noruega
3000,Sr. Samuel Gonçalves,Chipre
3001,Henry Gabriel Borges,Panamá
3002,Sra. Luara da Cunha,Portugal
3003,Oliver da Cunha,Filipinas
3004,Kamilly Sá,Malávi
3005,Ravi Lucca Cavalcanti,Guiana
3006,Henrique Moraes,Tuvalu
3007,Joana Rodrigues,Laos
3008,Sra. Eloá Moraes,Faroé
3009,Davi Luiz Silveira,Anguila
3010,José Andrade,Malásia
3011,Lara Melo,Ilha de Man
3012,Maria Júlia Silveira,Países Baixos
3013,Maria Liz Borges,Equador
3014,Vicente Sá,Monserrate
3015,Srta. Ana Julia Casa Grande,Ruanda
3016,Isadora Rodrigues,Tokelau
3017,Gabriel Pinto,Moldávia
3018,Benjamin Mendonça,Zimbábue
3019,Igor Vargas,Uganda
3020,Dra. Hellena Montenegro,Armênia
3021,Bárbara Ribeiro,Coral Sea Islands
3022,Dra. Maria Alice Araújo,Laos
3023,Manuela Gomes,Quiribáti
3024,Theo da Luz,Samoa Americana
3025,Maria Helena Albuquerque,Argentina
3026,Ana Julia Melo,Belize
3027,Kamilly Nunes,Tailândia
3028,Gabrielly Teixeira,Comores
3029,Gustavo Rios,Bolívia
3030,Sr. Ravy Barbosa,Quênia
3031,Marcela Campos,Geórgia
3032,Aurora Barros,Chile
3033,Milena Leão,Coreia do Sul
3034,Liam Castro,Iêmen
3035,Sr. Lucca Guerra,Japão
3036,Pietro Moreira,Burquina Faso
3037,Anthony Caldeira,Moldávia
3038,Ian Casa Grande,Aruba
3039,Bianca Pereira,Hungria
3040,Joaquim Pinto,Maurícia
3041,Enzo Vasconcelos,Laos
3042,Sra. Ayla Pacheco,Iraque
3043,Theo Sales,Território Britânico do Oceano Índico
3044,Laura Gonçalves,Lituânia
3045,Srta. Maria Vitória Vargas,Finlândia
3046,Dr. Miguel Guerra,Cazaquistão
3047,Sr. Luiz Felipe Peixoto,Equador
3048,Dra. Maria Flor Melo,África do Sul
3049,Bárbara da Costa,Egito
3050,Ravy Sales,Barbados
3051,Cecilia Melo,Seicheles
3052,Sra. Maitê da Paz,Itália
3053,Ana Liz Farias,Anguila
3054,Allana Fogaça,Malávi
3055,Ana Luiza Barbosa,Coreia do Norte
3056,Juan Peixoto,Bósnia e Herzegovina
3057,Bárbara Casa Grande,Haiti
3058,Lorenzo Fogaça,Costa do Marfim
3059,Catarina Gonçalves,Benim
3060,Nathan Sampaio,Austrália
3061,Maria Alice Peixoto,Fiji
3062,Heitor Sampaio,Santa Helena
3063,Dante Pacheco,Costa Rica
3064,Maria Flor Nascimento,Gabão
3065,Antonella da Paz,São Pedro e Miquelon
3066,Ísis Marques,Argentina
3067,Lucas Gabriel Souza,Iêmen
3068,Caio da Mota,China
3069,Davi Brito,Birmânia
3070,Bernardo Gonçalves,Ilha do Natal
3071,Apollo Nunes,Sara Ocidental
3072,Dra. Olívia Pinto,Mônaco
3073,Pedro Lucas Costa,Andorra
3074,Dra. Lara Cavalcanti,Samoa Americana
3075,Nina Nogueira,Dinamarca
3076,Ana Vitória da Mota,Guiné Equatorial
3077,Jade Nunes,Ilhas Marshall
3078,Emilly Carvalho,Sérvia
3079,Luana Azevedo,Tonga
3080,Sra. Mirella Rodrigues,Paquistão
3081,Heloísa da Mata,Índia
3082,Isadora Viana,República Dominicana
3083,Gustavo Henrique Duarte,Sri Lanka
3084,Isabel Pires,Mônaco
3085,Caleb Barros,Cuba
3086,Dom Moraes,México
3087,Caleb Andrade,Timor Leste
3088,Pedro Lucas Pereira,Reino Unido
3089,Hellena Rios,Eslovênia
3090,Anthony Souza,Tonga
3091,Ana Cecília Pimenta,Territórios Austrais Franceses
3092,Lorenzo da Rocha,Andorra
3093,Luiz Gustavo Alves,Países Baixos
3094,Ana Vitória Duarte,Hong Kong
3095,Gabrielly Nunes,Turquia
3096,Isabelly Farias,Chipre
3097,Theodoro Araújo,Afeganistão
3098,Bella Aparecida,Liechtenstein
3099,Arthur Miguel Mendonça,Sara Ocidental
3100,Carolina Duarte,Nova Zelândia
3101,Ísis Araújo,Guatemala
3102,Théo Duarte,Islândia
3103,Hadassa Fonseca,Paracel Islands
3104,Sra. Ana Carolina Sales,Gâmbia
3105,Vitor Jesus,Bangladesh
3106,Luiz Felipe Aparecida,Coreia do Norte
3107,Otto Costela,Laos
3108,Liam Pimenta,Paracel Islands
3109,Rael Correia,República Centro-Africana
3110,Agatha Cassiano,Seicheles
3111,Alícia Lima,Micronésia
3112,Dra. Zoe Moreira,Coreia do Sul
3113,Emanuelly Aparecida,Portugal
3114,Brayan Mendonça,Islândia
3115,Arthur Pacheco,Angola
3116,Dra. Cecília Freitas,Islândia
3117,Sophia Silveira,Macedônia do Norte
3118,Olivia Pimenta,Egito
3119,Ravy Caldeira,Clipperton Island
3120,Cecília Moraes,Santa Helena
3121,Aurora Silveira,São Vicente e Granadinas
3122,Ravy Marques,Panamá
3123,Isadora Sousa,Jordânia
3124,Srta. Maria Flor Martins,Polônia
3125,Luiz Fernando Casa Grande,Roménia
3126,Hellena Campos,Coreia do Norte
3127,Sr. Josué da Rocha,Uganda
3128,Carlos Eduardo Alves,Jersey
3129,Eduardo Leão,Colômbia
3130,Aurora Almeida,Ilhas Virgens Americanas
3131,Dr. Apollo Mendes,Domínica
3132,Samuel Sales,Burundi
3133,Emanuella Fernandes,Hong Kong
3134,Arthur Correia,Ilhas dos Cocos
3135,Dra. Cecilia Siqueira,Marianas do Norte
3136,Mariana Barros,Croácia
3137,Kaique Novais,Suécia
3138,Dr. Francisco Aparecida,Espanha
3139,Letícia Rios,Palau
3140,Alícia Ribeiro,Territórios Austrais Franceses
3141,Rafael Câmara,Andorra
3142,Manuella Barros,Ilhas Turcas e Caicos
3143,Ana Lívia Aragão,Arábia Saudita
3144,Ryan Sales,Botsuana
3145,Heloísa Pereira,Vietnam
3146,Luigi Novaes,Tokelau
3147,Ana Liz Vargas,Vanuatu
3148,Rafael Moreira,Azerbaijão
3149,Gabriel Barbosa,Belize
3150,Luara Machado,Bolívia
3151,Bárbara Fonseca,Mayotte
3152,Sra. Rebeca Souza,Eslovênia
3153,Luiza Pimenta,Paracel Islands
3154,Sr. Ravi Lucca Siqueira,Espanha
3155,Sophia Cavalcante,Bermudas
3156,Gael da Costa,Domínica
3157,Ana Costela,Mali
3158,Emanuella Machado,Tanzânia
3159,Gabrielly Sales,Ilha de Man
3160,Sra. Lavínia Ferreira,Domínica
3161,Diego Santos,Itália
3162,Antony Marques,Azerbaijão
3163,Ravi Lucca Albuquerque,Trindade e Tobago
3164,Vinicius Fogaça,Mali
3165,Heloísa Nunes,Mongólia
3166,Augusto Monteiro,Uganda
3167,Gabriela Fernandes,Sri Lanka
3168,Luiz Otávio Melo,Senegal
3169,Stella Garcia,Iraque
3170,Raul Caldeira,Quirguizistão
3171,Daniel Costa,Dhekelia
3172,Melina Camargo,União Europeia
3173,Cecília da Luz,México
3174,Alana Dias,Quirguizistão
3175,Srta. Heloisa Rodrigues,Nova Zelândia
3176,Paulo Cassiano,Laos
3177,Vitória Montenegro,Bósnia e Herzegovina
3178,Maria Clara Ribeiro,Svalbard e Jan Mayen
3179,Luiz Fernando Barros,Jan Mayen
3180,Emanuelly Cunha,Costa do Marfim
3181,Maria Luísa Sampaio,Congo-Kinshasa
3182,Sra. Maria Luísa Cavalcanti,Polônia
3183,Hellena Guerra,Noruega
3184,Theodoro Lopes,Mônaco
3185,João Guilherme Casa Grande,Bósnia e Herzegovina
3186,Diogo Moura,Malta
3187,Dr. Benicio Melo,Suazilândia
3188,Maria Liz Oliveira,Alemanha
3189,Marina Pimenta,Gabão
3190,Emanuelly Macedo,Tuvalu
3191,Clara Melo,Sérvia
3192,Murilo Sampaio,Canadá
3193,Diogo Gomes,Rússia
3194,Dr. Lorenzo Mendes,Iran
3195,Emanuella Freitas,São Pedro e Miquelon
3196,Mirella Câmara,Paraguai
3197,Sra. Milena Martins,Eslovênia
3198,Maria Vitória Souza,Afeganistão
3199,Isabel Costa,Paraguai
3200,Leonardo Dias,Suécia
3201,Valentim Câmara,Moldávia
3202,Sr. Ravi Silveira,Samoa
3203,Dr. Mateus Borges,Canadá
3204,Dr. Francisco Freitas,Taiwan
3205,Ester Moreira,Guiné-Bissau
3206,Luiza Cavalcante,Ilha do Natal
3207,Vitor Hugo Lopes,Brasil
3208,Sr. Pedro Henrique Leão,Iraque
3209,Srta. Liz Freitas,Vietnam
3210,Levi Montenegro,Mônaco
3211,Maria Clara Porto,Áustria
3212,Bryan Fogaça,Tuvalu
3213,Bruna Gonçalves,Guiana
3214,Sr. Otávio Macedo,Haiti
3215,Maria Vitória Casa Grande,Seicheles
3216,Luiz Felipe Rocha,Quirguizistão
3217,Sr. Otto Duarte,Jibuti
3218,Ana Júlia Nunes,Egito
3219,João Pedro Monteiro,Estônia
3220,Anna Liz Novais,Ilhas Virgens Britânicas
3221,Dra. Maria Alice Ribeiro,Paquistão
3222,Dra. Ana Laura Nascimento,Camboja
3223,Sr. Davi Lucca Pires,Guiana
3224,Dr. Enzo Gabriel Vasconcelos,Domínica
3225,Dra. Camila Barbosa,Seicheles
3226,Sr. Rael Camargo,Noruega
3227,Esther Dias,Wallis e Futuna
3228,Larissa Gonçalves,Burundi
3229,Calebe Sá,Nova Zelândia
3230,Raul da Mota,Etiópia
3231,Gustavo Rios,Suíça
3232,Gabriel Campos,República Checa
3233,Henrique Martins,Ilha Bouvet
3234,Ian Oliveira,Honduras
3235,Ayla Câmara,Geórgia do Sul e Sandwich do Sul
3236,Giovanna Freitas,Comores
3237,Maria Luiza Oliveira,Samoa
3238,Valentina Peixoto,Peru
3239,Maria Julia Nunes,Tunísia
3240,Apollo Cardoso,Guiana
3241,Ana Vitória Montenegro,Liechtenstein
3242,Lucca Pastor,Ilha Bouvet
3243,Antony Silveira,Costa do Marfim
3244,Rebeca da Cunha,Tajiquistão
3245,Anna Liz Câmara,Granada
3246,Benjamin Peixoto,Salvador
3247,Theo Machado,São Cristóvão e Neves
3248,Antony Rios,Benim
3249,Noah Guerra,Canadá
3250,Dr. Asafe Novaes,Líbia
3251,João Vitor Cardoso,São Tomé e Príncipe
3252,Marina Ferreira,Timor Leste
3253,João Vitor Albuquerque,França
3254,Dr. Gustavo Duarte,Coral Sea Islands
3255,Felipe Gonçalves,Costa do Marfim
3256,Anna Liz Ramos,Malávi
3257,Ana Clara Albuquerque,Marrocos
3258,Isabela Porto,Aruba
3259,Igor Caldeira,Quirguizistão
3260,Breno Machado,Armênia
3261,Bernardo Dias,Moçambique
3262,Raquel Gonçalves,Domínica
3263,Bianca Barbosa,Vanuatu
3264,Lívia Vargas,Senegal
3265,Daniela Casa Grande,Canadá
3266,Sra. Bruna Silva,Vietnam
3267,Dra. Lunna Barros,União Europeia
3268,Alexia Andrade,Lesoto
3269,Sara Carvalho,Eritreia
3270,Josué Silva,Bósnia e Herzegovina
3271,Mirella Rocha,Quirguizistão
3272,Srta. Luara Silveira,Geórgia
3273,Jade Cardoso,Marianas do Norte
3274,Raul Vargas,Eritreia
3275,Ana Luiza Souza,Iran
3276,Dra. Gabriela Mendes,Cazaquistão
3277,Pedro da Mata,Índia
3278,Olívia Rodrigues,Japão
3279,Bryan Campos,Argentina
3280,Luiz Fernando Barros,Barein
3281,Henry Pimenta,Samoa
3282,Isaque Santos,Rússia
3283,Maya da Costa,Luxemburgo
3284,Luiz Otávio Moreira,Equador
3285,Luigi Nogueira,Etiópia
3286,Mariana Garcia,Índia
3287,Henry Rios,Botsuana
3288,Sr. Otávio Macedo,Ilha Bouvet
3289,Antonella Barros,Suriname
3290,Sr. Liam Teixeira,Geórgia
3291,Ravi Lucca Moreira,Groenlândia
3292,Yasmin Almeida,Santa Helena
3293,João Felipe da Conceição,Mali
3294,Julia Costela,Afeganistão
3295,Otto Vasconcelos,Bósnia e Herzegovina
3296,Dr. Yago Camargo,São Pedro e Miquelon
3297,Emilly Mendes,Eslováquia
3298,Thales Silveira,Suécia
3299,João Lucas Ribeiro,Dinamarca
3300,Julia Vieira,Letônia
3301,João Miguel Rocha,Nigéria
3302,Gustavo Henrique Sales,Argentina
3303,Melina Silva,Áustria
3304,Luiz Fernando Mendes,Tunísia
3305,Maria Cecília Novaes,Dhekelia
3306,Lorenzo Abreu,Tajiquistão
3307,Julia Teixeira,São Cristóvão e Neves
3308,Olívia Albuquerque,Ilhas Salomão
3309,Maria Sophia Aragão,Ilhas Virgens Americanas
3310,Sra. Maria Laura Cirino,Nicarágua
3311,Luísa Campos,Barein
3312,Ana Liz Rocha,Taiwan
3313,Sr. Vitor Hugo Moreira,Moldávia
3314,Kevin Moraes,Liechtenstein
3315,Sra. Clara Fernandes,Nigéria
3316,Sr. Davi Lucca Cassiano,Fiji
3317,Dr. Luiz Fernando Almeida,Reino Unido
3318,Dr. Yuri Cassiano,Domínica
3319,Rebeca Campos,Jordânia
3320,Maria Alice das Neves,Panamá
3321,Sr. Davi Luiz Novais,Nepal
3322,Ana Carolina Pastor,Grécia
3323,Lara Moura,Vietnam
3324,Zoe da Conceição,Itália
3325,Breno da Luz,Reino Unido
3326,Ravi Lucca Martins,Nova Caledónia
3327,Srta. Mariana Cassiano,Jibuti
3328,Sr. Diogo Nogueira,Faroé
3329,Bryan Pastor,Suécia
3330,Manuella Vasconcelos,Barein
3331,Sr. Samuel Pereira,Madagascar
3332,Sr. Pedro Henrique Pinto,Bahamas
3333,Ana Cecília Alves,Tunísia
3334,José Miguel Martins,Gâmbia
3335,Caleb Oliveira,Malta
3336,Otto da Luz,Omã
3337,Leonardo Pastor,Monserrate
3338,Maitê Barros,Guiné-Bissau
3339,Francisco da Mata,Dhekelia
3340,Esther Mendonça,Mongólia
3341,Noah Dias,Groenlândia
3342,Ravy da Mota,Samoa Americana
3343,Sarah Siqueira,Cuba
3344,Ágatha Santos,Benim
3345,Anthony Gabriel Garcia,Gabão
3346,Aurora Rocha,Congo-Kinshasa
3347,Isabel Borges,Etiópia
3348,Liam Martins,Macau
3349,Benício Viana,Dinamarca
3350,Sr. Luiz Otávio Araújo,Tuvalu
3351,Lara da Cruz,Congo-Brazzaville
3352,Dante Lopes,Guatemala
3353,Esther Abreu,São Cristóvão e Neves
3354,Eloá Oliveira,Lesoto
3355,Oliver Lopes,Maurícia
3356,João Miguel Nascimento,Tonga
3357,Erick Moura,Laos
3358,Rodrigo Freitas,Fiji
3359,Lívia Nogueira,Suriname
3360,Sr. Luiz Fernando Fernandes,Cabo Verde
3361,Isabelly Guerra,Suécia
3362,Valentina Cirino,Geórgia
3363,Pietro Mendonça,Geórgia do Sul e Sandwich do Sul
3364,Dr. João Miguel da Costa,Índia
3365,Rhavi Macedo,Espanha
3366,Lorena Melo,Síria
3367,Leonardo Cassiano,Tailândia
3368,Lara Aparecida,Noruega
3369,Maria Luiza Silveira,Cazaquistão
3370,Diogo Andrade,Suazilândia
3371,Eloá Andrade,Islândia
3372,Lucca Nogueira,Bangladesh
3373,Maria Clara Fernandes,Bahamas
3374,Olivia Moura,Guernsey
3375,Gabriel Costa,Mongólia
3376,Luiz Miguel Pires,Paracel Islands
3377,Maria Clara Rios,Burundi
3378,Mirella Dias,Dhekelia
3379,Dra. Sara Caldeira,São Marinho
3380,Luiz Otávio da Mata,Vietnam
3381,Arthur Gabriel da Rosa,Ilha de Man
3382,Augusto Lima,Pitcairn
3383,Hellena Novais,Líbano
3384,Sr. Mathias da Paz,Rússia
3385,Davi Miguel Lopes,Estados Unidos
3386,Letícia Cardoso,Guiné Equatorial
3387,Eduarda Cassiano,Paquistão
3388,Felipe Ribeiro,Finlândia
3389,Maria Eduarda da Paz,São Tomé e Príncipe
3390,Isadora da Paz,Camboja
3391,Diego Cassiano,Porto Rico
3392,Eduarda da Rosa,Finlândia
3393,Ana Sophia Campos,Afeganistão
3394,Dante da Cunha,França
3395,Davi Lucas Dias,Vaticano
3396,Lucas Gabriel Novaes,Ilhas Caiman
3397,Bárbara Moreira,Quênia
3398,Mateus Duarte,Ruanda
3399,Júlia Nogueira,Groenlândia
3400,Heloisa Nascimento,Ilhas Turcas e Caicos
3401,Luana da Cruz,Hong Kong
3402,Sra. Maria Julia Caldeira,Jordânia
3403,Maria Alice Rios,Paraguai
3404,Cauê Araújo,República Centro-Africana
3405,Benicio Aparecida,Colômbia
3406,Eloah da Conceição,Brasil
3407,Emilly Caldeira,Israel
3408,Henry Mendes,Equador
3409,Leandro Albuquerque,Quênia
3410,Emilly Rezende,Azerbaijão
3411,Valentim Pacheco,Quênia
3412,Sra. Caroline da Cunha,Akrotiri
3413,Ágatha Melo,Vaticano
3414,Benjamim Câmara,Nova Zelândia
3415,Asafe Cunha,Egito
3416,Julia Nogueira,Níger
3417,Paulo Rodrigues,Guatemala
3418,Yuri Silveira,Butão
3419,Daniel Correia,Hungria
3420,Luiza Vargas,Estados Unidos
3421,Isaac Freitas,Vietnam
3422,Maria Julia Fonseca,Israel
3423,Srta. Aurora Peixoto,Catar
3424,Letícia Barbosa,Brasil
3425,Sra. Anna Liz Peixoto,Suíça
3426,Dra. Maria Vitória Carvalho,Venezuela
3427,Cecilia Sousa,Emirados Árabes Unidos
3428,Marcela Costa,Suíça
3429,Hadassa da Mata,Botsuana
3430,Luara Dias,Colômbia
3431,Aurora Rezende,Dinamarca
3432,Vitória Cavalcanti,França
3433,Luigi Porto,Monserrate
3434,Eduarda Câmara,Antilhas Holandesas
3435,Dra. Maitê da Mata,Guam
3436,Nathan Peixoto,Macedônia do Norte
3437,Srta. Alice Cardoso,Antilhas Holandesas
3438,Sr. Luiz Gustavo Siqueira,República Checa
3439,Felipe Vargas,Tuvalu
3440,Ana Julia Moraes,Mônaco
3441,Aurora Moraes,Nauru
3442,Mariah Ramos,Nova Caledónia
3443,Milena Andrade,Ilha do Natal
3444,Maria Sophia Pastor,Luxemburgo
3445,Bella Moreira,Estados Unidos
3446,Carolina Viana,Cazaquistão
3447,Dante Fogaça,Polinésia Francesa
3448,Lavínia Gonçalves,Mali
3449,Luana Azevedo,Moçambique
3450,Dra. Bárbara Teixeira,Turquia
3451,Dr. Breno Jesus,Sudão
3452,Melina Azevedo,Tanzânia
3453,Dr. Otto Campos,Líbano
3454,Lucas Gabriel Aragão,Marrocos
3455,Sophia Jesus,Mongólia
3456,Yago Vargas,Comores
3457,Stella da Luz,Argélia
3458,Liz Pereira,Quênia
3459,Maria Liz Abreu,Roménia
3460,Miguel Costa,Hungria
3461,Davi Barros,Papua-Nova Guiné
3462,Maria Fernanda da Rosa,Eritreia
3463,Ágatha Pacheco,Ucrânia
3464,Stella Pereira,Polinésia Francesa
3465,Nicolas Siqueira,Andorra
3466,Caleb Barbosa,Guiné-Bissau
3467,Luigi Abreu,Bangladesh
3468,Maria da Conceição,Jan Mayen
3469,Sra. Lorena Ribeiro,Jamaica
3470,Mariane Mendes,Panamá
3471,Ana Júlia Sousa,Faroé
3472,Srta. Esther Leão,Namíbia
3473,Sr. Luiz Henrique Albuquerque,Jersey
3474,Ana Julia Oliveira,Tajiquistão
3475,Dr. Otávio Gonçalves,Uganda
3476,Sra. Maria Clara Rezende,Catar
3477,Enzo Gabriel Moraes,Croácia
3478,Ana Cecília Moreira,Gana
3479,José Monteiro,Usbequistão
3480,Igor Santos,Hungria
3481,Henry Gabriel Macedo,Hong Kong
3482,Olivia Leão,Catar
3483,Paulo da Paz,São Vicente e Granadinas
3484,Giovanna Cavalcante,República Centro-Africana
3485,Sr. Pedro Lucas Lima,Vanuatu
3486,Srta. Maria Vitória Novaes,Andorra
3487,Enrico Jesus,Palau
3488,Luan Pastor,Dinamarca
3489,Liam Souza,Bósnia e Herzegovina
3490,Joaquim Nascimento,Quirguizistão
3491,Breno Novaes,Papua-Nova Guiné
3492,Marcos Vinicius Souza,Mônaco
3493,Dr. João Vitor Dias,Fiji
3494,Asafe Nascimento,Iêmen
3495,Luigi Peixoto,Paraguai
3496,Maria Julia Rocha,Lesoto
3497,Sara Dias,Mayotte
3498,Rael Pacheco,Brunei
3499,Ágatha Nogueira,Lituânia
3500,Nathan Guerra,Hungria
3501,Bella Lima,Sri Lanka
3502,Brayan Cavalcanti,Iêmen
